id_emprestimo,id_cliente,valor,taxa_juros,data_contratacao,status
1128,2658,2024,0.034,2022-09-25,inadimplente
1129,2354,18151,0.019,2021-02-01,quitado
1130,983,45264,0.046,2023-03-27,ativo
1131,928,32537,0.034,2020-12-03,ativo
1132,1632,35179,0.043,2021-11-14,inadimplente
1133,1934,18637,0.042,2020-06-25,quitado
1134,1722,26855,0.022,2021-10-28,quitado
1135,3717,8046,0.023,2021-11-02,ativo
1136,879,15194,0.039,2022-01-19,inadimplente
1137,1757,28491,0.029,2022-12-10,ativo
1138,1951,28934,0.028,2021-10-11,ativo
1139,132,41682,0.021,2020-11-02,inadimplente
1140,894,19578,0.048,2020-06-27,ativo
1141,2899,12621,0.028,2023-06-14,inadimplente
1142,1000,46618,0.034,2022-08-26,inadimplente
1143,493,40653,0.039,2020-09-26,quitado
1144,56,18804,0.024,2021-04-26,inadimplente
1145,4316,37556,0.044,2021-12-14,quitado
1146,1334,9968,0.047,2023-02-15,quitado
1147,3409,4825,0.048,2023-04-10,inadimplente
1148,3404,30476,0.032,2021-07-26,quitado
1149,1373,10058,0.03,2021-11-22,inadimplente
1150,2764,49549,0.046,2021-07-26,inadimplente
1151,2782,49030,0.034,2022-01-14,quitado
1152,2360,12650,0.03,2021-09-15,inadimplente
1153,973,6438,0.042,2022-05-26,quitado
1154,209,9921,0.047,2020-01-13,ativo
1155,352,11219,0.042,2022-02-01,inadimplente
1156,1881,39425,0.036,2021-04-20,ativo
1157,1937,9593,0.036,2020-08-25,quitado
1158,2600,5537,0.018,2021-10-25,quitado
1159,3937,3214,0.031,2023-07-21,inadimplente
1160,3488,37408,0.04,2023-10-28,ativo
1161,2326,20874,0.021,2022-11-30,inadimplente
1162,3139,26285,0.033,2024-01-07,quitado
1163,1181,33740,0.049,2023-11-14,ativo
1164,3466,30425,0.046,2022-06-22,inadimplente
1165,2398,43149,0.027,2020-01-14,ativo
1166,3001,34771,0.049,2023-12-12,ativo
1167,3022,19868,0.018,2020-05-22,inadimplente
1168,1790,12329,0.038,2020-08-04,inadimplente
1169,1096,13479,0.043,2020-09-15,ativo
1170,4970,10385,0.045,2023-08-14,ativo
1171,2498,41898,0.014,2022-02-11,inadimplente
1172,67,6888,0.031,2022-04-30,quitado
1173,4011,11495,0.018,2023-02-06,quitado
1174,2827,2587,0.031,2022-08-23,quitado
1175,4250,47279,0.013,2022-07-22,ativo
1176,1481,23943,0.029,2021-10-19,quitado
1177,2976,37833,0.035,2022-09-17,ativo
1178,3105,11142,0.045,2020-03-07,quitado
1179,1167,41541,0.014,2023-10-03,inadimplente
1180,3716,26061,0.046,2023-02-08,ativo
1181,838,26722,0.012,2021-01-07,inadimplente
1182,3601,8925,0.036,2020-12-25,ativo
1183,3746,46054,0.019,2022-06-26,inadimplente
1184,1780,37994,0.036,2021-01-16,ativo
1185,2670,12913,0.017,2023-03-26,inadimplente
1186,1754,49561,0.026,2020-12-16,ativo
1187,3499,22427,0.036,2023-04-13,ativo
1188,2484,16484,0.032,2020-10-21,ativo
1189,1365,22305,0.036,2023-12-09,ativo
1190,4732,36400,0.018,2023-02-12,quitado
1191,2186,28385,0.015,2024-01-24,inadimplente
1192,3794,49307,0.04,2022-10-06,ativo
1193,1324,26761,0.022,2020-02-10,inadimplente
1194,2725,18107,0.045,2023-03-28,quitado
1195,955,12826,0.046,2023-05-21,inadimplente
1196,3595,1176,0.017,2020-12-23,quitado
1197,573,11622,0.012,2021-05-19,inadimplente
1198,4882,31704,0.04,2022-10-16,inadimplente
1199,922,15040,0.03,2021-10-31,ativo
1200,4748,37589,0.048,2022-11-28,ativo
1201,1071,10780,0.011,2023-10-14,ativo
1202,1104,24875,0.026,2024-01-27,ativo
1203,4490,13349,0.017,2020-04-01,quitado
1204,4541,33043,0.034,2023-11-05,quitado
1205,4249,33994,0.03,2023-03-11,quitado
1206,2862,45800,0.018,2024-01-18,inadimplente
1207,3050,44735,0.031,2021-01-13,ativo
1208,4383,26843,0.047,2020-03-23,ativo
1209,143,19227,0.049,2021-04-28,quitado
1210,672,38530,0.044,2023-03-21,quitado
1211,897,31160,0.013,2020-11-29,ativo
1212,4674,7132,0.011,2020-11-01,inadimplente
1213,4729,11975,0.041,2024-02-03,inadimplente
1214,2853,44516,0.011,2021-09-12,ativo
1215,3916,19165,0.036,2022-11-13,ativo
1216,465,41113,0.043,2020-01-11,inadimplente
1217,3405,31808,0.013,2023-11-07,inadimplente
1218,4095,7090,0.034,2020-08-23,ativo
1219,3259,4173,0.035,2024-02-07,ativo
1220,947,14582,0.016,2023-11-07,inadimplente
1221,3772,27877,0.029,2023-09-14,ativo
1222,439,8547,0.034,2023-10-11,ativo
1223,950,8386,0.025,2020-08-02,ativo
1224,1481,3742,0.015,2024-01-17,ativo
1225,3658,9912,0.039,2023-09-17,inadimplente
1226,4335,29680,0.047,2021-02-09,inadimplente
1227,1754,3426,0.022,2021-01-29,quitado
1228,3116,23106,0.018,2020-01-28,inadimplente
1229,1466,30841,0.036,2023-09-24,quitado
1230,4268,7791,0.016,2021-07-31,ativo
1231,823,6904,0.021,2023-02-17,inadimplente
1232,3235,41982,0.031,2021-11-21,ativo
1233,4723,44576,0.023,2020-10-02,ativo
1234,4886,19790,0.025,2020-02-05,inadimplente
1235,1587,46916,0.044,2021-12-17,inadimplente
1236,3118,5326,0.042,2023-09-03,ativo
1237,1759,47902,0.037,2023-05-06,quitado
1238,1051,46518,0.033,2020-02-04,ativo
1239,1875,30735,0.015,2021-07-18,ativo
1240,3473,24528,0.032,2023-01-10,quitado
1241,3174,21115,0.041,2020-09-23,ativo
1242,222,17997,0.048,2020-11-15,ativo
1243,1154,32578,0.047,2022-05-15,ativo
1244,2965,41255,0.016,2021-04-17,inadimplente
1245,4054,19214,0.012,2023-05-11,inadimplente
1246,504,30039,0.039,2020-06-23,quitado
1247,3492,39719,0.011,2021-04-12,ativo
1248,1037,19441,0.031,2020-08-07,quitado
1249,2617,18108,0.048,2020-11-20,inadimplente
1250,63,15538,0.038,2021-08-07,ativo
1251,2046,4843,0.015,2023-06-15,quitado
1252,3323,33531,0.033,2023-08-03,quitado
1253,3020,28734,0.046,2021-09-23,inadimplente
1254,532,25306,0.028,2023-10-18,quitado
1255,3048,19680,0.027,2020-12-19,ativo
1256,2059,32429,0.044,2020-10-07,quitado
1257,3783,29454,0.01,2020-03-31,inadimplente
1258,487,8766,0.042,2022-11-19,ativo
1259,318,14580,0.011,2022-04-24,inadimplente
1260,1883,7578,0.028,2021-07-19,ativo
1261,4006,11608,0.027,2020-03-28,inadimplente
1262,108,34872,0.014,2024-01-28,inadimplente
1263,3001,30344,0.014,2023-04-28,ativo
1264,887,23460,0.038,2022-08-07,ativo
1265,1602,34316,0.012,2022-07-16,ativo
1266,2020,4531,0.028,2021-04-14,quitado
1267,653,4132,0.043,2021-08-12,quitado
1268,4348,19058,0.03,2021-02-12,quitado
1269,1434,8484,0.038,2020-02-20,ativo
1270,4630,29514,0.017,2022-12-24,inadimplente
1271,2911,30282,0.027,2022-05-29,inadimplente
1272,2079,33517,0.011,2020-09-03,inadimplente
1273,45,22873,0.018,2023-10-06,ativo
1274,4973,27383,0.016,2022-06-19,quitado
1275,3584,26796,0.027,2020-10-31,ativo
1276,2894,39348,0.013,2021-05-07,ativo
1277,3892,2243,0.011,2021-06-28,quitado
1278,3399,28889,0.014,2021-11-07,inadimplente
1279,4828,2634,0.04,2020-08-26,ativo
1280,3662,39568,0.029,2022-08-15,ativo
1281,2067,3447,0.011,2023-09-03,quitado
1282,4797,16463,0.032,2023-02-04,ativo
1283,4612,46870,0.044,2023-07-16,inadimplente
1284,2209,38628,0.01,2021-05-25,inadimplente
1285,539,21753,0.041,2020-03-27,quitado
1286,4988,33888,0.012,2023-04-22,quitado
1287,4899,33565,0.047,2022-03-19,inadimplente
1288,4336,33297,0.036,2023-08-20,ativo
1289,1628,31359,0.034,2023-11-04,ativo
1290,3397,26049,0.034,2021-08-22,ativo
1291,3366,26035,0.048,2020-10-31,ativo
1292,3973,19786,0.048,2022-09-20,quitado
1293,4678,18443,0.02,2020-12-22,quitado
1294,3580,12994,0.018,2023-11-11,inadimplente
1295,4842,40001,0.022,2023-03-10,ativo
1296,3655,1960,0.013,2021-06-24,ativo
1297,3530,44274,0.016,2021-03-14,quitado
1298,418,34788,0.028,2023-01-12,ativo
1299,866,6834,0.026,2020-11-20,inadimplente
1300,225,42341,0.042,2023-07-09,quitado
1301,779,36766,0.048,2020-06-20,ativo
1302,3026,45849,0.038,2023-06-13,inadimplente
1303,4203,40024,0.03,2023-04-12,quitado
1304,1201,8337,0.013,2022-06-29,ativo
1305,4404,34007,0.035,2021-08-16,inadimplente
1306,4164,3001,0.043,2020-05-24,inadimplente
1307,3269,18041,0.022,2020-10-10,ativo
1308,986,30575,0.048,2021-12-30,inadimplente
1309,4204,49329,0.047,2023-03-15,quitado
1310,4153,25497,0.028,2020-01-24,inadimplente
1311,1414,5044,0.042,2021-06-15,inadimplente
1312,384,28445,0.029,2022-08-27,inadimplente
1313,768,12785,0.044,2022-02-17,inadimplente
1314,698,20631,0.034,2020-07-06,inadimplente
1315,689,11343,0.03,2022-10-20,inadimplente
1316,4837,18721,0.042,2023-05-13,inadimplente
1317,3470,37679,0.046,2020-11-04,quitado
1318,3213,38918,0.048,2023-10-04,quitado
1319,410,18506,0.012,2021-12-27,ativo
1320,966,17950,0.046,2020-06-30,inadimplente
1321,3470,8372,0.024,2020-03-31,quitado
1322,4521,43095,0.02,2022-09-25,quitado
1323,4532,37581,0.019,2024-01-20,quitado
1324,2901,8012,0.041,2022-07-31,inadimplente
1325,3262,12909,0.022,2020-04-02,inadimplente
1326,3455,47006,0.036,2023-06-02,quitado
1327,3144,36834,0.02,2021-06-26,inadimplente
1328,3517,2679,0.021,2022-11-13,quitado
1329,1243,5244,0.028,2020-11-09,inadimplente
1330,2770,7698,0.025,2020-11-23,quitado
1331,4752,16935,0.043,2022-04-12,quitado
1332,4446,36829,0.015,2022-10-26,inadimplente
1333,1819,18427,0.031,2022-12-26,inadimplente
1334,4111,15939,0.035,2022-06-11,ativo
1335,2118,26899,0.029,2022-12-15,quitado
1336,4932,38732,0.013,2020-02-15,inadimplente
1337,520,6844,0.022,2021-03-15,ativo
1338,4805,48498,0.02,2023-09-16,inadimplente
1339,1338,14406,0.039,2020-08-09,ativo
1340,1748,32136,0.039,2020-01-01,quitado
1341,1529,17293,0.012,2021-06-05,quitado
1342,4558,34491,0.014,2021-11-11,inadimplente
1343,180,11851,0.024,2021-07-24,quitado
1344,4060,10479,0.02,2023-06-16,ativo
1345,3514,21832,0.036,2021-01-30,inadimplente
1346,2369,18930,0.011,2023-03-07,quitado
1347,3294,5140,0.029,2022-09-18,inadimplente
1348,536,34802,0.015,2021-06-13,inadimplente
1349,4410,38567,0.04,2023-07-15,ativo
1350,4479,36457,0.048,2024-02-02,ativo
1351,3283,31259,0.043,2020-10-24,ativo
1352,2225,6217,0.028,2022-04-27,inadimplente
1353,857,15842,0.044,2023-06-28,ativo
1354,3232,42064,0.025,2021-06-26,inadimplente
1355,3459,41400,0.037,2023-06-18,ativo
1356,4766,26940,0.038,2023-01-30,quitado
1357,2553,34208,0.025,2021-10-01,inadimplente
1358,740,22451,0.024,2021-06-18,quitado
1359,404,8251,0.015,2020-10-03,inadimplente
1360,4908,45533,0.017,2023-11-08,quitado
1361,2960,17147,0.038,2022-02-20,inadimplente
1362,365,24020,0.015,2022-08-29,ativo
1363,3461,45745,0.039,2021-04-10,inadimplente
1364,4406,37388,0.042,2021-02-28,quitado
1365,2576,17289,0.026,2023-12-23,inadimplente
1366,1031,7554,0.031,2021-06-16,quitado
1367,3051,40288,0.012,2022-09-21,ativo
1368,403,2623,0.034,2023-08-26,inadimplente
1369,2467,9905,0.022,2023-04-03,quitado
1370,1466,4077,0.022,2022-02-09,quitado
1371,2245,49533,0.044,2023-06-10,quitado
1372,3534,33604,0.026,2021-10-31,quitado
1373,2148,11605,0.011,2021-09-28,quitado
1374,3471,24867,0.03,2022-06-26,quitado
1375,4404,2912,0.033,2021-09-23,quitado
1376,1809,13601,0.041,2023-05-31,ativo
1377,3483,9575,0.02,2022-01-26,quitado
1378,3314,25986,0.041,2023-07-21,ativo
1379,3431,23053,0.038,2020-04-20,ativo
1380,3249,42459,0.023,2023-05-30,quitado
1381,1876,4519,0.01,2023-10-14,quitado
1382,1313,13238,0.015,2020-11-07,quitado
1383,1484,30617,0.027,2022-09-06,inadimplente
1384,3883,21356,0.026,2021-10-09,inadimplente
1385,552,26568,0.011,2020-06-10,ativo
1386,2302,47474,0.049,2020-07-08,quitado
1387,4124,17462,0.031,2022-11-24,inadimplente
1388,3181,4930,0.01,2023-01-04,ativo
1389,888,32102,0.034,2022-03-22,quitado
1390,4052,37623,0.015,2020-06-11,ativo
1391,4734,40028,0.045,2022-01-03,quitado
1392,112,18904,0.028,2024-01-11,quitado
1393,2156,11755,0.036,2022-05-20,ativo
1394,1207,48870,0.014,2020-12-03,ativo
1395,1671,35652,0.02,2022-09-07,quitado
1396,1868,29185,0.024,2023-04-20,inadimplente
1397,3162,35884,0.012,2023-02-08,quitado
1398,1383,25149,0.049,2022-11-18,ativo
1399,2538,9383,0.015,2023-02-15,inadimplente
1400,1906,33994,0.023,2021-06-02,quitado
1401,2199,4089,0.011,2022-05-29,quitado
1402,2503,43783,0.025,2023-08-28,quitado
1403,2774,49481,0.016,2021-02-07,ativo
1404,913,10171,0.048,2020-11-11,inadimplente
1405,3666,19708,0.041,2023-06-13,inadimplente
1406,4025,45706,0.048,2020-06-22,quitado
1407,3592,27092,0.041,2021-05-12,inadimplente
1408,2405,43274,0.036,2020-12-06,quitado
1409,1391,3012,0.018,2023-02-10,inadimplente
1410,3109,45897,0.017,2020-05-29,quitado
1411,2897,47806,0.011,2023-01-16,ativo
1412,552,40763,0.041,2021-05-20,ativo
1413,2089,22558,0.039,2021-02-02,ativo
1414,3168,40903,0.05,2021-04-15,quitado
1415,4468,33967,0.043,2021-06-30,inadimplente
1416,1880,22693,0.044,2021-09-17,ativo
1417,293,46875,0.042,2020-07-31,inadimplente
1418,567,47868,0.045,2022-06-21,quitado
1419,4139,19782,0.031,2020-05-17,quitado
1420,2830,12288,0.021,2021-06-04,inadimplente
1421,2945,18147,0.02,2020-04-19,inadimplente
1422,1723,36067,0.045,2023-11-10,ativo
1423,3893,40502,0.035,2022-07-11,inadimplente
1424,4526,8022,0.011,2023-11-06,inadimplente
1425,2626,16789,0.036,2020-09-09,ativo
1426,4397,30916,0.048,2022-11-15,inadimplente
1427,2093,36315,0.039,2023-06-28,inadimplente
1428,4746,28891,0.05,2022-12-16,inadimplente
1429,1270,46259,0.034,2021-09-18,quitado
1430,3943,38930,0.038,2022-09-08,ativo
1431,2247,30452,0.037,2021-06-03,quitado
1432,1906,3387,0.042,2024-02-01,inadimplente
1433,4428,25991,0.038,2020-12-24,quitado
1434,1083,14351,0.043,2023-08-21,ativo
1435,4853,30460,0.017,2021-04-27,ativo
1436,4654,7763,0.016,2020-08-18,inadimplente
1437,4504,33765,0.011,2020-11-17,inadimplente
1438,1722,12298,0.031,2022-11-20,ativo
1439,4736,37506,0.047,2020-12-09,ativo
1440,993,3934,0.043,2020-01-31,ativo
1441,1885,12516,0.046,2020-02-03,ativo
1442,4277,26292,0.028,2022-02-16,ativo
1443,372,2953,0.03,2023-07-17,inadimplente
1444,4573,45350,0.029,2022-03-02,ativo
1445,92,36896,0.013,2021-08-28,ativo
1446,3053,26147,0.042,2021-08-14,ativo
1447,1928,37243,0.022,2021-10-15,inadimplente
1448,1999,43018,0.048,2023-04-22,inadimplente
1449,389,32626,0.021,2023-02-01,inadimplente
1450,1133,13778,0.023,2022-04-16,inadimplente
1451,2592,45320,0.042,2020-03-12,ativo
1452,1627,49059,0.041,2020-02-04,quitado
1453,3312,12952,0.01,2021-07-25,quitado
1454,4820,25850,0.028,2020-06-01,quitado
1455,161,46156,0.012,2022-06-05,inadimplente
1456,3195,28661,0.021,2020-05-31,ativo
1457,3220,25311,0.022,2020-06-26,inadimplente
1458,740,47142,0.044,2021-04-05,quitado
1459,13,30295,0.032,2020-07-24,quitado
1460,4846,18620,0.041,2022-08-19,ativo
1461,4283,41316,0.011,2023-02-24,ativo
1462,3522,28504,0.032,2021-08-25,inadimplente
1463,1154,25767,0.031,2023-03-08,inadimplente
1464,3320,11440,0.026,2022-07-29,ativo
1465,4326,16340,0.032,2023-02-16,inadimplente
1466,4261,42633,0.033,2022-08-25,inadimplente
1467,3976,41263,0.013,2020-03-03,quitado
1468,4845,29098,0.017,2022-07-17,ativo
1469,4665,30784,0.046,2020-02-17,inadimplente
1470,4872,16515,0.015,2020-06-27,ativo
1471,3536,46976,0.041,2022-01-04,quitado
1472,4277,38834,0.032,2021-01-17,quitado
1473,121,20839,0.049,2023-02-07,ativo
1474,4683,25152,0.047,2020-05-29,quitado
1475,2960,22994,0.03,2020-08-29,quitado
1476,3987,30944,0.022,2020-07-03,inadimplente
1477,1131,32999,0.022,2023-05-18,ativo
1478,612,7328,0.032,2023-08-13,inadimplente
1479,1186,19371,0.014,2023-12-30,inadimplente
1480,3300,10028,0.027,2020-12-28,ativo
1481,1155,40528,0.048,2021-11-15,inadimplente
1482,4814,5879,0.028,2023-12-19,quitado
1483,3002,18458,0.047,2020-08-03,inadimplente
1484,2840,45631,0.022,2022-09-22,ativo
1485,2613,29515,0.041,2020-09-15,ativo
1486,4735,10275,0.015,2022-01-21,quitado
1487,1,47550,0.033,2020-04-11,ativo
1488,3272,15388,0.047,2021-12-01,quitado
1489,2254,4462,0.028,2021-03-08,ativo
1490,2282,31802,0.05,2022-10-27,ativo
1491,4588,41044,0.023,2024-01-16,quitado
1492,42,4828,0.014,2022-12-01,inadimplente
1493,4233,12977,0.016,2021-06-20,inadimplente
1494,3708,16752,0.014,2022-05-09,ativo
1495,3191,36536,0.047,2022-02-03,ativo
1496,3945,5319,0.012,2021-12-20,inadimplente
1497,484,6994,0.015,2022-01-31,ativo
1498,1459,31397,0.045,2020-08-11,inadimplente
1499,706,21642,0.017,2020-06-14,inadimplente
1500,358,49750,0.025,2022-06-21,ativo
1501,4666,9923,0.018,2020-03-08,quitado
1502,581,29192,0.034,2023-10-25,ativo
1503,38,32710,0.02,2023-12-05,inadimplente
1504,710,34041,0.033,2021-10-01,inadimplente
1505,2681,46817,0.022,2023-08-15,ativo
1506,4649,35203,0.029,2023-04-29,inadimplente
1507,4695,14981,0.045,2022-04-24,quitado
1508,1078,40005,0.02,2022-08-25,ativo
1509,3387,49018,0.014,2023-07-02,inadimplente
1510,4217,10257,0.049,2021-02-18,quitado
1511,4411,6416,0.019,2024-01-25,ativo
1512,291,17896,0.023,2020-11-10,quitado
1513,4600,44515,0.034,2021-03-30,inadimplente
1514,1501,5503,0.029,2021-08-30,ativo
1515,2949,29694,0.02,2021-05-10,quitado
1516,1241,28569,0.031,2022-04-10,quitado
1517,4471,29535,0.012,2022-05-29,quitado
1518,1588,39553,0.032,2024-01-09,quitado
1519,2455,36516,0.03,2023-01-25,quitado
1520,1449,21835,0.042,2022-02-22,inadimplente
1521,2441,27600,0.047,2023-01-11,ativo
1522,2711,22888,0.012,2022-06-28,quitado
1523,411,26786,0.024,2023-06-23,quitado
1524,2888,6246,0.025,2022-03-24,ativo
1525,1688,37999,0.017,2020-01-20,inadimplente
1526,279,36444,0.047,2021-10-26,ativo
1527,349,33334,0.035,2021-09-25,inadimplente
1528,226,44652,0.05,2020-07-27,ativo
1529,817,6461,0.05,2022-08-05,inadimplente
1530,3178,7209,0.034,2023-11-07,ativo
1531,1166,22530,0.042,2023-12-13,quitado
1532,3188,4537,0.037,2020-12-28,ativo
1533,195,27615,0.039,2022-01-29,ativo
1534,2582,18566,0.038,2020-06-19,inadimplente
1535,1452,1042,0.046,2023-09-27,ativo
1536,1493,29687,0.046,2023-03-04,quitado
1537,488,1693,0.016,2022-05-05,inadimplente
1538,416,6173,0.023,2021-11-21,ativo
1539,1500,23742,0.049,2023-09-02,inadimplente
1540,4819,18015,0.028,2023-06-18,quitado
1541,263,29708,0.021,2022-10-05,ativo
1542,3629,47149,0.018,2020-09-21,quitado
1543,4874,37093,0.012,2021-12-25,inadimplente
1544,4833,45175,0.025,2020-02-27,ativo
1545,539,4155,0.01,2022-03-15,quitado
1546,1772,20927,0.041,2020-01-25,ativo
1547,4743,8767,0.01,2021-12-14,ativo
1548,258,15058,0.027,2022-11-03,inadimplente
1549,2329,5221,0.013,2021-09-06,inadimplente
1550,769,15508,0.05,2021-11-20,inadimplente
1551,1428,36746,0.024,2021-05-13,quitado
1552,4646,23312,0.016,2022-01-10,quitado
1553,579,3179,0.012,2022-09-24,inadimplente
1554,4732,1855,0.036,2022-03-25,inadimplente
1555,3511,36880,0.012,2023-01-24,quitado
1556,3599,32293,0.021,2023-11-25,ativo
1557,3924,33830,0.021,2023-10-25,ativo
1558,1785,44398,0.018,2021-08-14,quitado
1559,4760,46802,0.049,2022-02-06,ativo
1560,169,1182,0.026,2022-07-27,quitado
1561,1288,22900,0.023,2021-03-22,ativo
1562,2851,1724,0.013,2021-03-11,quitado
1563,2565,17718,0.015,2022-03-12,ativo
1564,2342,7931,0.028,2021-06-05,ativo
1565,4769,5007,0.035,2023-09-16,inadimplente
1566,1225,15341,0.042,2021-09-22,quitado
1567,781,5570,0.011,2020-03-06,inadimplente
1568,327,43149,0.046,2022-05-13,inadimplente
1569,381,24341,0.02,2023-07-28,inadimplente
1570,4553,28132,0.03,2021-05-12,ativo
1571,1241,8644,0.014,2022-03-15,quitado
1572,1802,9918,0.035,2020-01-14,quitado
1573,2741,30919,0.023,2023-02-26,inadimplente
1574,4449,30566,0.023,2023-03-04,ativo
1575,719,12206,0.034,2023-04-30,quitado
1576,2554,11976,0.026,2021-04-17,ativo
1577,3434,44977,0.042,2021-01-01,ativo
1578,1159,30987,0.025,2022-12-02,ativo
1579,637,17766,0.028,2022-08-06,ativo
1580,4882,9262,0.01,2022-06-30,ativo
1581,745,23560,0.044,2021-04-07,inadimplente
1582,4512,1401,0.017,2022-06-02,inadimplente
1583,1379,7486,0.036,2023-05-30,inadimplente
1584,1401,5425,0.024,2022-12-10,ativo
1585,4279,38542,0.046,2024-01-20,ativo
1586,2999,38063,0.014,2020-08-05,ativo
1587,4122,29608,0.018,2022-01-30,quitado
1588,4508,37084,0.013,2023-04-20,quitado
1589,4662,31392,0.038,2022-08-21,ativo
1590,772,26016,0.032,2020-04-01,inadimplente
1591,413,23260,0.047,2022-09-07,inadimplente
1592,4947,15152,0.013,2022-02-07,inadimplente
1593,1267,34326,0.046,2022-09-09,ativo
1594,4171,19095,0.023,2021-09-28,ativo
1595,787,34679,0.016,2024-01-19,quitado
1596,1332,1079,0.012,2023-02-02,ativo
1597,2413,36170,0.015,2021-04-13,ativo
1598,1274,4877,0.02,2021-07-22,quitado
1599,3992,19268,0.036,2024-02-06,ativo
1600,4300,8189,0.013,2022-01-07,inadimplente
1601,4936,47565,0.018,2020-01-21,inadimplente
1602,1037,49216,0.035,2020-01-27,ativo
1603,296,42552,0.018,2020-04-13,quitado
1604,1223,15353,0.044,2020-09-24,inadimplente
1605,3596,33638,0.024,2020-09-17,inadimplente
1606,846,16971,0.025,2021-02-01,ativo
1607,1071,33986,0.014,2021-11-18,ativo
1608,3336,17611,0.026,2020-01-06,inadimplente
1609,471,23572,0.039,2023-05-03,ativo
1610,3605,30944,0.028,2022-03-25,inadimplente
1611,787,41049,0.031,2020-09-27,ativo
1612,188,43713,0.016,2023-05-10,ativo
1613,3406,45737,0.045,2023-11-05,inadimplente
1614,607,31780,0.022,2023-05-30,ativo
1615,1304,39144,0.04,2022-12-23,ativo
1616,978,2911,0.021,2023-01-13,quitado
1617,548,41638,0.025,2020-11-28,ativo
1618,4649,6318,0.042,2021-02-19,ativo
1619,3439,32906,0.011,2020-04-24,quitado
1620,3325,37515,0.045,2022-05-05,quitado
1621,3773,3659,0.025,2023-12-05,quitado
1622,1254,6512,0.033,2022-03-17,quitado
1623,2963,4961,0.022,2021-08-10,quitado
1624,2462,43993,0.011,2022-06-02,quitado
1625,1609,45882,0.022,2021-01-21,inadimplente
1626,1841,38195,0.027,2020-01-18,quitado
1627,4953,25702,0.017,2021-01-23,ativo
1628,1384,26253,0.015,2020-08-28,ativo
1629,2421,10624,0.02,2022-04-21,inadimplente
1630,1126,49420,0.024,2023-09-02,inadimplente
1631,2627,18468,0.037,2020-07-26,inadimplente
1632,4217,34635,0.035,2020-03-21,inadimplente
1633,4039,39936,0.048,2023-06-19,ativo
1634,3339,10667,0.036,2024-01-23,quitado
1635,694,44123,0.034,2023-10-30,quitado
1636,2160,15457,0.018,2021-11-24,ativo
1637,1098,48196,0.049,2021-07-30,quitado
1638,1530,24962,0.037,2022-01-16,inadimplente
1639,1933,15739,0.02,2021-02-18,ativo
1640,1974,6082,0.013,2022-01-19,inadimplente
1641,4334,33735,0.026,2022-02-04,inadimplente
1642,2188,25234,0.045,2024-01-30,quitado
1643,4618,45245,0.021,2021-11-08,quitado
1644,3289,39458,0.038,2024-01-15,quitado
1645,2749,14065,0.024,2021-05-06,quitado
1646,3037,37983,0.029,2021-07-08,quitado
1647,3168,48718,0.034,2022-10-26,quitado
1648,521,29239,0.018,2021-07-28,ativo
1649,648,12605,0.024,2022-01-27,ativo
1650,4387,46727,0.046,2023-03-18,quitado
1651,2510,34295,0.014,2021-11-30,ativo
1652,3270,40055,0.016,2022-01-30,inadimplente
1653,3124,27022,0.022,2022-07-03,ativo
1654,925,16697,0.011,2021-07-19,ativo
1655,1963,25113,0.041,2023-04-20,ativo
1656,2177,12900,0.025,2021-08-08,ativo
1657,2170,43641,0.032,2021-02-04,ativo
1658,1290,28227,0.043,2021-09-08,quitado
1659,2531,14991,0.039,2020-04-24,quitado
1660,4642,28043,0.019,2022-07-26,ativo
1661,855,45608,0.046,2020-03-02,inadimplente
1662,1000,33485,0.048,2021-12-30,ativo
1663,1164,8880,0.013,2024-02-03,inadimplente
1664,3659,7054,0.047,2023-02-14,quitado
1665,2608,11251,0.018,2023-09-09,quitado
1666,1444,29373,0.046,2022-11-01,quitado
1667,2128,18501,0.044,2023-08-25,inadimplente
1668,4081,4185,0.014,2021-02-01,inadimplente
1669,1341,43474,0.047,2023-10-17,ativo
1670,4334,27930,0.042,2020-10-29,ativo
1671,3644,31330,0.028,2023-03-28,quitado
1672,3280,45693,0.023,2021-01-20,ativo
1673,3835,1223,0.014,2020-05-06,inadimplente
1674,383,42241,0.038,2020-11-08,quitado
1675,4400,5121,0.011,2022-01-22,quitado
1676,4253,44141,0.049,2020-03-15,ativo
1677,1246,32709,0.044,2020-12-30,inadimplente
1678,1049,5306,0.022,2021-10-16,quitado
1679,1597,8858,0.027,2023-05-22,quitado
1680,1858,38595,0.038,2020-09-09,ativo
1681,3261,35674,0.042,2023-11-22,ativo
1682,4050,11779,0.046,2021-02-10,ativo
1683,1623,25778,0.035,2021-12-19,inadimplente
1684,1263,34954,0.041,2020-12-26,inadimplente
1685,220,40382,0.036,2023-03-24,inadimplente
1686,3971,17130,0.024,2024-01-12,quitado
1687,2886,44206,0.037,2021-04-25,ativo
1688,1385,10881,0.036,2022-06-25,ativo
1689,1558,35223,0.034,2020-12-22,ativo
1690,2354,24828,0.044,2023-11-16,inadimplente
1691,1820,24202,0.019,2021-04-09,quitado
1692,3497,6708,0.03,2020-03-12,quitado
1693,3254,7005,0.046,2023-02-02,quitado
1694,374,34518,0.017,2023-05-28,quitado
1695,990,34139,0.042,2021-02-13,quitado
1696,317,7466,0.011,2020-09-12,ativo
1697,3248,7538,0.024,2023-02-07,ativo
1698,4574,45418,0.032,2021-01-09,inadimplente
