id_pagamento,id_emprestimo,valor_pago,data_pagamento
948,3229,2319,2023-01-31
949,3175,1877,2023-01-02
950,3348,4633,2020-08-02
951,2268,862,2021-12-22
952,3191,5710,2022-06-21
953,814,1523,2021-05-01
954,4526,6389,2021-09-17
955,4135,1501,2021-02-07
956,131,5937,2020-06-14
957,1113,2350,2023-05-26
958,4941,2853,2020-08-17
959,3907,4983,2022-04-25
960,4815,6041,2021-05-14
961,4309,2409,2022-11-23
962,3441,8234,2023-02-12
963,2236,3191,2021-07-28
964,1722,5415,2021-11-25
965,1778,3955,2022-12-23
966,1586,2382,2022-11-20
967,4261,3738,2022-10-05
968,4739,3265,2020-11-11
969,2824,2161,2020-08-24
970,98,2460,2022-07-17
971,12,8223,2022-11-21
972,1353,1309,2021-11-10
973,1587,4318,2023-05-05
974,3157,9526,2022-07-24
975,2813,3748,2023-03-15
976,560,6117,2022-06-01
977,3903,4273,2021-01-15
978,216,6034,2021-06-07
979,36,9380,2023-08-07
980,4583,3387,2020-10-13
981,4556,7624,2021-08-29
982,249,9511,2022-06-11
983,424,8003,2021-08-04
984,1909,7852,2022-12-08
985,1866,1927,2021-02-22
986,3903,3358,2021-12-16
987,702,5301,2023-04-26
988,2785,1046,2021-04-24
989,3719,6313,2020-07-25
990,4305,2647,2022-09-22
991,4458,503,2020-06-01
992,4977,1163,2023-01-23
993,1235,3031,2020-07-27
994,4594,8024,2020-11-22
995,1284,2186,2023-05-06
996,4787,4775,2022-05-13
997,1475,4219,2022-03-25
998,4672,6975,2020-08-17
999,1077,4043,2021-08-04
1000,618,5571,2023-04-23
1001,3806,5947,2021-01-22
1002,3771,6110,2022-11-30
1003,243,3439,2021-05-09
1004,1611,425,2023-07-04
1005,4308,9021,2020-09-25
1006,3555,249,2022-01-01
1007,550,7816,2022-04-20
1008,97,2973,2021-12-25
1009,998,3821,2020-07-20
1010,386,7469,2023-04-18
1011,4475,7133,2023-03-08
1012,2864,8648,2023-02-18
1013,2659,5781,2023-06-14
1014,2770,280,2022-04-25
1015,4711,1788,2022-02-12
1016,2747,906,2022-01-29
1017,3586,3083,2021-10-22
1018,3202,6955,2022-01-18
1019,3223,2296,2022-11-30
1020,1459,8419,2022-10-28
1021,2779,1910,2023-06-12
1022,1023,4919,2021-03-03
1023,323,5253,2021-09-06
1024,4534,4630,2022-03-26
1025,377,4447,2022-08-31
1026,1198,1937,2023-02-23
1027,3163,4472,2021-07-02
1028,2424,3496,2023-08-20
1029,2348,1946,2022-10-20
1030,3094,7558,2021-11-08
1031,275,7435,2023-07-14
1032,4586,7072,2023-07-30
1033,4185,6096,2023-05-28
1034,2578,7515,2021-12-07
1035,618,1609,2020-09-20
1036,3239,7355,2022-12-25
1037,1239,7225,2022-01-15
1038,751,8457,2022-12-04
1039,1935,9687,2022-12-09
1040,4408,5394,2021-08-18
1041,3724,7944,2020-09-16
1042,594,2823,2021-12-23
1043,4711,3685,2021-01-11
1044,3533,4557,2022-05-31
1045,4896,8744,2021-03-29
1046,2120,4244,2022-11-16
1047,4478,439,2021-12-06
1048,3608,244,2022-01-21
1049,322,8104,2021-07-17
1050,3187,5845,2020-10-18
1051,4170,7524,2022-07-05
1052,3227,9701,2021-06-01
1053,3540,9858,2021-03-13
1054,412,3813,2021-04-22
1055,3848,3613,2022-05-03
1056,4066,2130,2021-03-16
1057,2984,6579,2023-02-16
1058,1513,1385,2021-04-13
1059,2042,279,2020-07-26
1060,4527,5793,2022-12-25
1061,4145,9638,2022-05-16
1062,4809,2086,2022-06-23
1063,1918,2524,2022-02-15
1064,1488,5777,2022-08-05
1065,3119,523,2020-06-15
1066,4755,9041,2020-06-02
1067,2734,8246,2023-06-07
1068,1744,6872,2020-09-03
1069,1684,705,2021-07-20
1070,2201,1398,2021-10-17
1071,3324,5743,2021-06-23
1072,1025,9838,2023-04-22
1073,2648,7305,2023-06-03
1074,2187,7471,2022-11-21
1075,227,8364,2020-08-29
1076,3492,920,2020-07-21
1077,4086,4662,2022-07-13
1078,814,4754,2021-10-04
1079,2028,7493,2020-08-04
1080,417,4751,2020-11-10
1081,4000,5260,2022-01-03
1082,1614,6549,2023-07-22
1083,3586,1550,2022-07-22
1084,1953,8453,2022-12-26
1085,3578,3254,2020-11-10
1086,2931,8031,2023-03-01
1087,2467,301,2022-03-28
1088,2089,6338,2023-03-25
1089,3581,7230,2021-02-05
1090,4289,2645,2022-01-16
1091,4418,8383,2022-02-20
1092,550,4690,2021-05-15
1093,4007,8488,2022-06-11
1094,1916,1240,2021-10-27
1095,892,8443,2023-03-23
1096,3852,3036,2022-10-05
1097,1698,4430,2023-08-16
1098,1410,1546,2021-04-26
1099,1118,3557,2021-08-23
1100,4721,9788,2023-05-10
1101,1305,2209,2022-03-06
1102,4614,590,2020-06-30
1103,3777,2213,2021-08-08
1104,1136,310,2022-01-14
1105,2238,8579,2021-11-12
1106,2877,7079,2022-12-16
1107,3957,1364,2022-06-15
1108,2179,2009,2023-01-08
1109,3112,6599,2020-06-15
1110,2431,5371,2022-10-04
1111,4490,9851,2021-09-16
1112,4725,1584,2020-12-20
1113,3293,5280,2022-06-29
1114,3606,6764,2023-03-04
1115,3688,6745,2022-07-03
1116,3882,7294,2022-07-29
1117,3284,4323,2023-02-10
1118,3229,967,2023-07-27
1119,2891,2259,2020-06-18
1120,4098,5803,2021-03-14
1121,4802,7339,2022-02-27
1122,2700,5453,2021-06-14
1123,579,8244,2022-06-15
1124,509,4910,2023-08-18
1125,4402,8709,2023-03-11
1126,4336,2401,2023-07-19
1127,4107,8189,2021-03-22
1128,3835,6107,2022-02-03
1129,2260,2522,2021-05-08
1130,41,7263,2020-11-05
1131,4539,6127,2020-08-23
1132,3393,2988,2023-06-04
1133,3830,4003,2023-05-14
1134,3538,4715,2020-08-11
1135,506,6424,2023-02-06
1136,1145,5201,2022-09-28
1137,3538,3512,2023-09-10
1138,307,4226,2021-04-29
1139,719,4409,2021-10-20
1140,456,3378,2020-11-30
1141,4457,3311,2023-08-05
1142,1959,4161,2020-07-11
1143,648,1977,2021-01-16
1144,4165,4506,2020-07-14
1145,3281,5994,2021-10-29
1146,4111,8912,2022-03-25
1147,2811,8769,2023-03-18
1148,2620,6287,2021-03-01
1149,2372,6024,2021-04-11
1150,4666,6633,2020-12-31
1151,2815,1425,2021-12-19
1152,1580,6951,2022-12-24
1153,2073,5876,2022-12-19
1154,4287,3659,2022-03-12
1155,597,7623,2023-08-16
1156,4475,3472,2023-03-25
1157,3738,1658,2021-10-08
1158,2689,5919,2022-08-23
1159,3476,7278,2021-10-20
1160,1666,9090,2023-08-22
1161,2912,9001,2022-11-13
1162,2051,1318,2023-01-07
1163,4374,2507,2022-04-01
1164,3171,952,2021-02-07
1165,4916,9754,2021-01-14
1166,3541,2312,2021-11-23
1167,3479,5222,2023-01-20
1168,3449,2954,2021-07-07
1169,3223,8992,2022-01-03
1170,1126,7271,2023-05-12
1171,2965,2115,2023-02-19
1172,4833,7696,2021-06-27
1173,3557,8087,2023-08-01
1174,4967,996,2020-12-03
1175,33,2348,2023-03-10
1176,632,1152,2022-03-03
1177,1043,347,2021-06-20
1178,4424,7641,2021-04-22
1179,827,2307,2021-02-10
1180,2993,1432,2023-08-16
1181,340,4689,2022-05-22
1182,3136,3010,2022-02-15
1183,2218,7033,2021-06-10
1184,1233,784,2020-12-10
1185,3201,5714,2022-10-19
1186,3343,3756,2021-09-26
1187,4929,3675,2022-05-24
1188,299,8751,2021-04-15
1189,2359,3290,2021-02-25
1190,3140,2300,2022-03-24
1191,1971,9022,2020-12-05
1192,2266,437,2021-09-25
1193,440,8302,2022-03-05
1194,2568,9953,2023-05-16
1195,2326,1273,2021-12-13
1196,1308,1204,2021-03-17
1197,2320,8870,2022-01-31
1198,1554,5877,2020-09-09
1199,3997,4787,2022-06-26
1200,119,3679,2021-10-19
1201,1509,8645,2020-09-19
1202,4787,9457,2023-01-10
1203,201,2489,2021-11-25
1204,2211,264,2022-02-10
1205,1657,1609,2020-07-20
1206,99,7868,2023-02-17
1207,789,9330,2021-05-23
1208,1931,5582,2021-10-08
1209,1059,8211,2023-01-29
1210,1808,8220,2022-11-11
1211,2905,5822,2021-11-09
1212,3612,6718,2020-10-11
1213,3585,2285,2022-11-26
1214,2925,7995,2021-09-05
1215,2766,5450,2022-02-25
1216,4567,1948,2022-01-12
1217,3836,1794,2021-06-04
1218,3192,6856,2022-10-25
1219,867,5763,2021-10-19
1220,4753,3757,2023-08-26
1221,1045,4562,2021-06-03
1222,3791,1035,2021-03-12
1223,566,5864,2020-09-29
1224,805,3602,2021-11-04
1225,1824,4288,2023-08-11
1226,415,7354,2021-04-19
1227,3872,9040,2022-04-08
1228,4131,3164,2022-01-11
1229,3658,7952,2021-06-22
1230,1764,9456,2020-10-22
1231,1079,911,2021-08-27
1232,3686,2033,2021-01-11
1233,1213,7435,2022-05-11
1234,4911,4171,2023-08-06
1235,2971,5361,2023-01-03
1236,718,4915,2021-06-06
1237,691,1667,2022-10-12
1238,1532,3104,2020-08-08
1239,3208,5528,2020-11-29
1240,376,263,2021-12-18
1241,2060,3306,2022-08-16
1242,2058,3732,2022-08-13
1243,2188,4953,2021-10-28
1244,1723,2827,2023-07-29
1245,3428,9837,2020-12-08
1246,2072,2614,2021-04-17
1247,62,1123,2023-01-06
1248,1231,2905,2022-11-22
1249,3261,8395,2021-10-03
1250,2615,2775,2023-01-02
1251,4167,969,2023-04-05
1252,3654,9135,2022-03-17
1253,3952,1943,2020-09-24
1254,4929,3776,2021-06-21
1255,4428,6297,2021-08-21
1256,324,433,2020-08-29
1257,4817,910,2020-10-01
1258,3466,3668,2021-03-15
1259,2803,8629,2022-10-17
1260,3899,7506,2022-04-09
1261,2324,6794,2022-06-28
1262,4519,6969,2021-02-02
1263,3928,2914,2023-07-08
1264,2532,7777,2020-07-27
1265,1977,4939,2021-12-14
1266,3451,3748,2021-08-26
1267,1506,4902,2022-07-16
1268,2898,6968,2023-05-19
1269,2336,1265,2022-04-16
1270,2431,6930,2021-07-17
1271,2728,2183,2023-01-10
1272,2561,8311,2021-07-23
1273,2569,1313,2023-04-21
1274,3002,1973,2023-03-21
1275,3244,9520,2022-08-01
1276,2941,9478,2022-06-10
1277,4751,6891,2022-04-02
1278,3374,406,2020-08-25
1279,1874,3786,2022-12-04
1280,2579,2714,2021-06-09
1281,4665,6674,2021-12-10
1282,4226,4399,2021-03-14
1283,724,342,2023-07-30
1284,1309,3214,2021-02-17
1285,2672,1716,2021-11-26
1286,2774,5985,2023-02-08
1287,4816,6233,2021-07-11
1288,3713,2337,2021-09-14
1289,3971,6696,2022-09-25
1290,370,4673,2020-10-22
1291,2333,2558,2022-10-28
1292,2515,3706,2020-09-26
1293,1515,7931,2020-09-03
1294,4466,1469,2021-08-26
1295,3987,2743,2021-06-02
1296,4837,9367,2021-03-20
1297,999,464,2021-07-16
1298,2964,2634,2022-02-28
1299,1559,2703,2021-05-07
1300,4976,6250,2020-08-07
1301,713,5207,2023-08-07
1302,3229,2380,2023-07-16
1303,2133,619,2022-12-31
1304,3544,9893,2022-04-04
1305,1624,1091,2023-06-23
1306,3833,9022,2021-08-10
1307,2409,8372,2022-09-04
1308,3752,593,2020-09-12
1309,3591,8486,2021-04-16
1310,2546,5171,2022-08-27
1311,3531,6624,2022-07-13
1312,4978,5256,2023-07-26
1313,1819,7268,2020-06-10
1314,4630,5267,2021-08-05
1315,4244,6892,2023-04-02
1316,1301,6032,2020-07-04
1317,4337,5557,2022-04-18
1318,4746,3161,2022-04-16
1319,3500,2906,2023-08-14
1320,3906,3220,2022-07-13
1321,3116,9466,2021-03-27
1322,1727,2538,2022-04-02
1323,3670,2802,2023-02-25
1324,2008,5183,2022-09-24
1325,4427,2913,2023-01-26
1326,450,4631,2023-01-14
1327,1449,3352,2021-10-07
1328,2076,4319,2022-10-30
1329,3410,6716,2021-01-02
1330,377,5990,2020-12-23
1331,2444,6529,2020-11-26
1332,4480,989,2022-07-16
1333,4205,6685,2021-05-12
1334,4114,9193,2022-07-31
1335,4260,8748,2023-01-21
1336,1388,4653,2021-10-27
1337,4949,4374,2020-07-09
1338,2014,6101,2020-11-18
1339,4261,7199,2022-03-26
1340,3417,1620,2021-09-14
1341,2456,4674,2020-09-05
1342,4600,9051,2021-09-10
1343,1928,1862,2023-06-21
1344,2029,9120,2020-07-27
1345,994,6672,2023-08-31
1346,1562,4588,2023-01-17
1347,3448,9794,2020-10-18
1348,1108,3533,2023-03-09
1349,4046,4258,2023-07-04
1350,20,1691,2021-04-20
1351,1311,655,2020-11-05
1352,3159,3723,2020-12-14
1353,4106,6213,2021-06-05
1354,255,296,2021-04-10
1355,1970,9701,2020-12-21
1356,2981,2688,2021-08-17
1357,600,3392,2021-10-10
1358,3236,3752,2020-10-15
1359,2385,279,2023-07-09
1360,1454,1503,2021-05-10
1361,3974,945,2021-06-11
1362,2003,2202,2023-06-30
1363,4873,7186,2023-02-17
1364,1535,772,2021-01-17
1365,1499,5896,2020-07-08
1366,2007,1800,2022-12-22
1367,3981,5446,2022-08-26
1368,4713,425,2020-06-16
1369,47,1923,2023-09-05
1370,649,7784,2022-07-11
1371,2808,3682,2021-05-23
1372,2409,5261,2023-05-21
1373,1954,4413,2021-08-22
1374,4181,8080,2021-01-19
1375,3054,1391,2022-03-03
1376,2333,8274,2022-02-14
1377,3567,2088,2021-01-19
1378,3811,1159,2023-07-07
1379,3705,376,2021-03-01
1380,3954,2504,2023-05-28
1381,1527,743,2021-11-04
1382,437,963,2021-09-30
1383,4258,358,2023-06-22
1384,1656,4837,2023-08-08
1385,935,3128,2021-07-25
1386,1375,2055,2022-07-20
1387,104,609,2022-07-08
1388,4918,3717,2021-05-31
1389,2174,1446,2023-06-24
1390,1913,2474,2022-05-19
1391,1532,7587,2022-07-28
1392,1313,6113,2021-03-30
1393,352,2887,2020-11-28
1394,1805,2030,2020-12-20
1395,3578,7856,2023-07-31
1396,2838,4953,2021-05-06
1397,4335,3724,2021-05-09
1398,3165,8295,2020-07-25
1399,832,1567,2022-08-31
1400,3654,8482,2021-01-13
1401,926,7294,2023-01-16
1402,4400,6940,2021-03-05
1403,4898,315,2021-06-03
1404,2621,1770,2022-04-14
1405,1547,8509,2022-08-23
1406,2102,2973,2022-11-03
1407,3625,4031,2020-07-03
1408,1398,3003,2020-08-23
1409,4698,5096,2020-11-19
1410,3960,5737,2021-08-02
1411,190,4835,2020-06-25
1412,2958,3433,2020-11-06
1413,4984,8750,2021-12-28
1414,609,1193,2022-05-03
1415,226,7529,2022-03-23
1416,2620,243,2023-05-17
1417,2126,8421,2022-03-18
1418,1342,9174,2022-01-18
1419,3383,8218,2022-12-02
1420,511,4012,2023-03-14
1421,4131,4304,2022-11-11
1422,3704,8263,2020-09-10
1423,57,9360,2021-09-09
1424,195,7564,2022-08-14
1425,2234,5018,2020-08-22
1426,2784,8554,2021-09-19
1427,2638,5568,2020-06-16
1428,690,8351,2021-05-01
1429,3620,2936,2022-12-18
1430,4874,7453,2021-10-10
1431,1127,9186,2021-06-19
1432,4627,622,2021-01-28
1433,4483,4070,2021-02-23
1434,90,6114,2021-01-08
1435,738,2782,2020-10-08
1436,1584,4388,2020-07-27
1437,3500,3402,2022-07-26
1438,4376,708,2020-10-28
1439,4887,847,2022-06-16
1440,242,3128,2022-02-11
1441,340,6773,2022-03-07
1442,527,1283,2023-01-17
1443,2238,7976,2020-11-07
1444,727,7751,2020-09-09
1445,3219,4648,2023-06-13
1446,2881,7407,2023-08-05
1447,3569,8559,2023-07-14
1448,3323,3398,2020-12-01
1449,1340,4371,2020-09-23
1450,3669,613,2022-02-21
1451,2440,9096,2020-11-12
1452,2019,9086,2023-05-04
1453,987,9662,2020-10-06
1454,1019,1835,2021-12-14
1455,2747,6866,2023-03-21
1456,3295,7814,2022-11-17
1457,3409,1366,2023-09-10
1458,2772,2317,2021-12-01
1459,4625,6738,2020-07-30
1460,790,8128,2020-08-19
1461,4656,2711,2020-12-11
1462,3686,7116,2022-02-18
1463,2713,1430,2023-02-15
1464,3824,857,2021-02-20
1465,1250,3569,2023-07-12
1466,35,4321,2022-05-18
1467,1885,5202,2022-12-13
1468,4136,2856,2022-11-19
1469,3772,2427,2022-03-23
1470,1554,2637,2020-09-30
1471,2895,9834,2021-06-09
1472,4360,4587,2023-05-10
1473,4621,9303,2023-01-28
1474,1932,6110,2023-03-26
1475,4087,3061,2022-12-27
1476,1405,3315,2021-08-15
1477,2781,7943,2020-07-03
1478,1339,4376,2020-08-01
1479,1989,9626,2023-03-28
1480,3285,7141,2021-07-06
1481,4968,8859,2022-02-22
1482,3147,4888,2023-05-30
1483,2343,4567,2021-03-05
1484,3727,4270,2023-09-13
1485,4565,4009,2022-03-16
1486,3219,5882,2021-02-24
1487,1965,1468,2023-07-08
1488,4530,7020,2022-12-17
1489,3320,2920,2021-04-15
1490,3878,4278,2022-04-14
1491,1850,4044,2022-03-01
1492,25,6596,2021-04-20
1493,464,1909,2022-09-20
1494,3475,3385,2021-10-17
1495,2214,1168,2021-01-25
1496,2145,2382,2020-12-06
1497,3068,6726,2021-07-07
1498,2093,5825,2021-05-29
1499,3405,3669,2022-08-31
1500,1404,8853,2023-07-15
1501,3438,3181,2021-08-19
1502,1598,6170,2022-12-28
1503,264,4841,2021-12-18
1504,2182,6160,2022-06-14
1505,961,5221,2021-07-22
1506,2220,4959,2021-03-29
1507,689,1469,2021-01-02
1508,3828,5762,2021-11-26
1509,4718,4541,2022-01-22
1510,4651,5646,2023-02-05
1511,2367,2931,2020-11-13
1512,4541,8907,2022-02-03
1513,1472,5119,2022-07-16
1514,1947,8484,2021-01-11
1515,3008,1422,2021-04-27
1516,912,2215,2022-09-14
1517,2238,8246,2021-05-22
1518,2062,6547,2022-01-12
1519,1459,9811,2023-03-24
1520,3623,3043,2021-11-01
1521,3613,3547,2022-03-24
1522,1757,8855,2023-03-13
1523,3070,9537,2021-01-29
1524,2951,4129,2020-06-05
1525,501,7813,2022-03-10
1526,977,4477,2022-06-25
1527,617,8867,2021-08-26
1528,2278,8066,2023-08-09
1529,1454,4043,2020-09-08
1530,2783,7827,2023-07-18
1531,1406,4461,2022-03-27
1532,1611,1448,2020-07-23
1533,4122,1703,2021-03-15
1534,2057,6827,2022-02-05
1535,1955,8038,2023-06-01
1536,3146,2952,2022-02-22
1537,1685,977,2020-10-24
1538,2201,7011,2020-06-28
1539,3488,7093,2022-08-07
1540,936,633,2022-07-14
1541,4874,6970,2021-10-10
1542,3653,5271,2020-12-27
1543,1205,1246,2023-04-29
1544,4023,9993,2020-08-15
1545,3161,5740,2020-06-19
1546,3480,1470,2021-11-28
1547,3587,1568,2022-05-18
1548,4763,347,2020-12-27
1549,881,2898,2022-03-15
1550,19,2473,2021-06-27
1551,667,7004,2020-08-30
1552,14,4366,2020-09-16
1553,1534,8074,2021-05-05
1554,4571,9065,2022-09-30
1555,4190,3916,2021-03-01
1556,925,3028,2020-10-02
1557,4540,6607,2020-11-11
1558,2165,9178,2022-01-26
1559,1156,6293,2020-08-15
1560,3786,6672,2022-07-20
1561,4953,7616,2023-04-01
1562,2141,2885,2020-08-06
1563,506,1305,2022-01-07
1564,695,4759,2021-12-05
1565,1118,4417,2022-08-13
1566,114,7993,2021-08-31
1567,4001,2978,2021-10-19
1568,4369,7132,2020-10-17
1569,2900,9683,2022-06-25
1570,1390,8700,2022-03-22
1571,4907,4677,2022-12-23
1572,2652,7909,2022-11-12
1573,1748,8224,2023-03-29
1574,1397,9916,2021-09-14
1575,236,5770,2022-03-06
1576,4088,8029,2023-08-22
1577,3844,8959,2021-08-02
1578,3195,7467,2022-11-07
1579,130,7884,2022-03-01
1580,817,861,2022-06-26
1581,4806,3778,2021-12-11
1582,4387,1893,2022-03-11
1583,37,4799,2021-09-14
1584,4668,1112,2021-09-28
1585,2794,7304,2020-07-23
1586,1093,8895,2022-05-30
1587,4519,6914,2022-07-25
1588,3486,447,2022-10-07
1589,1733,6052,2022-02-20
1590,3834,6635,2020-07-06
1591,3983,5551,2020-11-15
1592,1405,1626,2020-09-25
1593,726,8398,2022-01-17
1594,1062,6580,2021-05-05
1595,1121,6420,2022-02-27
1596,2341,1900,2023-05-15
1597,192,2340,2021-12-21
1598,2829,9742,2022-01-22
1599,499,8420,2022-05-16
1600,4969,4036,2022-03-21
1601,3321,6319,2021-10-06
1602,2756,2780,2021-12-19
1603,2001,7910,2022-12-16
1604,4840,5620,2020-08-17
1605,3664,7037,2022-06-13
1606,2644,7716,2021-09-01
1607,3981,4328,2023-07-23
1608,2889,2734,2022-04-08
1609,623,2992,2021-05-16
1610,2712,9224,2022-01-16
1611,3435,7703,2020-09-14
1612,675,8257,2022-03-27
1613,1392,2785,2023-02-09
1614,4825,3069,2021-12-13
1615,4609,7214,2022-04-03
1616,1328,3624,2022-08-23
1617,4067,4374,2023-09-11
1618,4619,1064,2021-03-19
1619,494,3871,2023-04-25
1620,2781,4610,2020-08-17
1621,3586,215,2020-09-29
1622,4590,4496,2020-12-01
1623,2806,9544,2020-11-16
1624,1056,4834,2021-03-21
1625,3399,9444,2022-03-18
1626,3849,5445,2021-08-28
1627,4452,5782,2020-10-20
1628,1653,8098,2022-07-09
1629,2029,5667,2021-04-26
1630,2330,7035,2020-10-23
1631,2559,2343,2022-11-07
1632,1373,556,2021-12-08
1633,488,8574,2022-05-27
1634,1153,567,2022-08-24
1635,2016,3550,2021-11-22
1636,3340,1448,2020-10-20
1637,4319,8362,2023-05-13
1638,4064,3294,2022-12-07
1639,1180,8740,2021-06-03
1640,3133,5923,2021-06-22
1641,1791,8516,2020-08-24
1642,2350,1877,2020-10-14
1643,3941,1593,2022-07-28
1644,396,4217,2021-07-20
1645,1896,1201,2023-03-31
1646,3062,4982,2021-12-29
1647,712,8869,2022-02-08
1648,2047,7075,2022-10-29
1649,445,3161,2020-07-03
1650,4956,3463,2020-11-26
1651,1823,7920,2023-07-09
1652,4427,991,2021-04-21
1653,548,714,2023-09-02
1654,1969,7007,2023-02-20
1655,3385,8370,2022-12-25
1656,3800,7653,2021-10-05
1657,3409,5804,2022-12-22
1658,3093,5297,2022-06-02
1659,2856,5095,2022-04-09
1660,477,3608,2021-10-26
1661,4131,2015,2022-04-09
1662,2049,3510,2022-06-04
1663,910,1967,2020-09-12
1664,1145,6455,2021-07-24
1665,4704,5363,2022-07-01
1666,1683,4050,2020-09-09
1667,4403,2416,2021-06-29
1668,2044,3289,2020-11-16
1669,1686,6183,2020-10-22
1670,2551,8720,2022-03-07
1671,2756,666,2023-01-08
1672,188,2547,2022-07-12
1673,2052,484,2022-11-03
1674,1136,7123,2020-06-30
1675,3159,7409,2021-12-29
1676,870,5440,2021-02-08
1677,2433,5208,2023-04-05
1678,3912,7359,2021-04-18
1679,880,7082,2022-01-07
1680,4608,4208,2021-11-05
1681,1113,7624,2023-08-30
1682,3716,4283,2020-09-20
1683,1428,9754,2021-12-30
1684,440,7356,2023-08-05
1685,2681,8031,2021-05-12
1686,2826,2948,2020-08-08
1687,1292,3950,2022-06-10
1688,4156,3579,2022-12-17
1689,3786,2029,2021-04-26
1690,3066,9148,2021-06-06
1691,4400,4533,2023-05-23
1692,4583,1586,2022-02-05
1693,4943,6069,2020-11-17
1694,3147,5669,2023-09-06
1695,551,9767,2021-12-18
1696,2569,6648,2022-01-22
1697,2446,7287,2021-10-28
1698,2634,2565,2021-10-01
1699,4786,296,2020-08-01
1700,2113,1388,2022-06-29
1701,1392,5166,2021-04-16
1702,4312,6355,2023-03-12
1703,4411,6187,2022-04-08
1704,2095,8288,2020-06-20
1705,567,8426,2023-01-19
1706,3999,5879,2020-09-01
1707,1024,5135,2022-07-10
1708,3699,912,2021-09-11
1709,3470,8229,2021-03-21
1710,2816,928,2021-02-18
1711,4125,656,2020-09-26
1712,2537,1456,2023-01-02
1713,3962,731,2023-03-12
1714,1977,4621,2022-10-16
1715,352,4266,2021-01-03
1716,3389,1801,2021-08-28
1717,2442,406,2023-02-24
1718,4813,2289,2020-11-27
1719,3157,4594,2022-05-18
1720,3944,5502,2021-05-30
1721,3997,5857,2022-01-13
1722,1468,8438,2021-07-18
1723,1029,9400,2022-08-28
1724,4014,8426,2022-04-25
1725,740,6017,2020-09-15
1726,3465,6610,2023-05-04
1727,4163,1350,2022-05-13
1728,2938,7869,2021-01-11
1729,2664,6176,2022-09-30
1730,3412,1526,2022-10-11
1731,3397,9369,2023-09-06
1732,2471,906,2023-08-03
1733,1963,7090,2021-10-03
1734,3179,4310,2022-09-13
1735,116,5797,2023-08-09
1736,3036,5337,2021-01-31
1737,3386,2109,2020-10-25
1738,1795,3592,2022-04-16
1739,3403,3278,2021-06-19
1740,1079,4472,2022-07-01
1741,612,8568,2021-04-01
1742,3058,6670,2022-09-06
1743,552,9923,2021-02-19
1744,668,2580,2022-10-28
1745,4650,7589,2022-03-01
1746,4572,6554,2023-09-01
1747,3983,9267,2022-02-13
1748,4306,8092,2023-08-14
1749,4158,6890,2021-07-11
1750,699,9565,2022-10-19
1751,1839,1157,2022-05-13
1752,1328,8304,2020-09-13
1753,2129,3556,2022-08-06
1754,4676,3201,2021-06-05
1755,2848,9430,2020-11-08
1756,3457,4303,2021-02-28
1757,1926,270,2021-02-02
1758,1099,8108,2021-12-29
1759,3321,9807,2020-06-21
1760,907,8193,2022-08-09
1761,1670,1968,2020-12-03
1762,4675,8431,2022-10-19
1763,1997,7846,2020-07-05
1764,4294,6144,2022-05-10
1765,1854,6562,2020-06-10
1766,3442,2656,2021-05-22
1767,1579,397,2022-09-25
1768,1545,5906,2022-10-03
1769,3854,3576,2022-05-24
1770,4017,7651,2022-07-06
1771,3208,4940,2021-05-07
1772,4981,8733,2022-02-24
1773,532,230,2022-02-01
1774,69,778,2021-08-19
1775,1306,7880,2021-07-22
1776,152,3771,2021-02-17
1777,2528,8781,2021-05-23
1778,3642,5190,2022-07-21
1779,1696,5522,2021-02-16
1780,1879,5795,2022-09-25
1781,663,2099,2023-07-16
1782,4218,2678,2020-06-27
1783,1990,9048,2020-06-07
1784,3517,9746,2022-04-06
1785,4142,6967,2021-03-12
1786,550,9410,2022-04-17
1787,1638,1249,2020-12-28
1788,770,2880,2023-03-27
1789,644,7845,2023-02-18
1790,4939,691,2021-08-03
1791,3206,7145,2022-07-29
1792,3222,3944,2022-08-13
1793,2489,8066,2021-05-25
1794,4155,1406,2021-10-18
1795,1298,6985,2022-03-31
1796,4764,8644,2021-12-26
1797,2755,366,2021-06-30
1798,1648,8250,2020-09-09
1799,1418,4756,2020-08-03
1800,1843,8237,2022-06-10
1801,1792,5853,2021-07-11
1802,882,3491,2021-04-15
1803,2056,5818,2021-02-14
1804,3672,5607,2022-09-28
1805,3700,1807,2023-09-06
1806,2805,977,2021-10-25
1807,447,6248,2022-09-03
1808,4107,7651,2023-07-13
1809,505,7672,2020-10-16
1810,1031,6721,2022-04-07
1811,1244,4853,2022-01-20
1812,4439,1383,2023-03-23
1813,2913,2821,2023-04-01
1814,1950,8517,2023-03-27
1815,1387,265,2020-10-30
1816,2688,2179,2021-12-19
1817,4810,7848,2022-11-22
1818,4069,6977,2021-12-02
1819,4706,1662,2021-10-17
1820,3277,1590,2022-09-15
1821,2884,7416,2022-09-26
1822,2838,2455,2023-04-07
1823,1365,2393,2022-08-02
1824,890,9497,2022-04-03
1825,2203,9433,2020-07-19
1826,1074,9419,2022-02-15
1827,4604,4517,2023-09-02
1828,2429,3308,2021-11-07
1829,2621,7704,2023-02-09
1830,3353,6673,2020-11-05
1831,1948,9085,2023-06-03
1832,3580,5823,2022-04-28
1833,135,756,2023-09-07
1834,741,6221,2022-05-11
1835,3280,7467,2023-04-22
1836,1537,2520,2021-08-01
1837,4623,6173,2021-06-21
1838,3143,450,2021-01-26
